logp,category,role,tag,template,context_tag,context,id
-33.74136548944621,furniture,buyer,inform,yes i have a truck and 2 strong sons to move it,inquiry,thats a little ... can you pick it instead me delivering it?,15426
-30.69129103674075,furniture,seller,counter-price,"ok, i really want it gone so how about {price}?",inform,yes i have a truck and 2 strong sons to move it,15427
-86.91496106432531,furniture,buyer,counter-price,i live pretty far and it will take a lot of gas ... can you come down to {price} to make up for the gas?,counter-price,"ok, i really want it gone so how about {price}?",15428
-64.63941535733025,furniture,seller,agree,"sure i could that, so you will pay {partner_price} and move it yourself ... sound like a deal?",counter-price,i live pretty far and it will take a lot of gas ... can you come down to {price} to make up for the gas?,15429
-5.058589192054489,furniture,buyer,unknown,yes,agree,"sure i could that, so you will pay {my_price} and move it yourself ... sound like a deal?",15430
-3.443879347940896,furniture,seller,offer,<offer>,unknown,yes,15431
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,15432
-5.631888775249492,furniture,seller,intro,hello,<start>,<start>,15433
-48.34564115055125,furniture,buyer,init-price,"hi, i'm interested in the {title}. it's listed for {listing_price}. can you go any lower on that price?",intro,hello,15434
-62.39702686180783,furniture,seller,unknown,yes i can. how much are you willing to spend on it? i am sure we can make a deal.,init-price,"hi, i'm interested in the {title}. it's listed for {listing_price}. can you go any lower on that price?",15435
-29.297103277999458,furniture,buyer,inquiry,oh that's good. what color is the {title}?,unknown,yes i can. how much are you willing to spend on it? i am sure we can make a deal.,15436
-31.914289203462,furniture,seller,inform,it is blue. it is used as well.,inquiry,oh that's good. what color is the {title}?,15437
-53.697789412440166,furniture,buyer,init-price,i can give you {price} cash and i'll pick it up. i was hoping on a brown color.,inform,it is blue. it is used as well.,15438
-39.405432080464166,furniture,seller,counter-price,how about we do {price} dollars and i will deliver it to you?,init-price,i can give you {price} cash and i'll pick it up. i was hoping on a brown color.,15439
-27.99412579113104,furniture,buyer,agree,that sounds very fair. {partner_price} dollars it is. thanks,counter-price,how about we do {price} dollars and i will deliver it to you?,15440
-3.443879347940896,furniture,buyer,offer,<offer>,counter-price,how about we do {price} dollars and i will deliver it to you?,15441
-17.251375151304924,furniture,seller,unknown,you are welcome.,offer,<offer>,15442
-3.568819410226794,furniture,seller,accept,<accept>,offer,<offer>,15443
-59.76844551947831,car,buyer,intro,"hello, nice wheels. so you're interested in a trade also? i have a suv which i'm tryign to sell myself.",<start>,<start>,15444
-39.528459730743336,car,seller,inquiry,nice. what is your year and model for the suv?,intro,"hello, nice wheels. so you're interested in a trade also? i have a suv which i'm tryign to sell myself.",15445
-89.01098973373564,car,seller,counter-price,"i guess it wouldn't work for us. we are looking for a land rover. so if i throw in snow tires, will you consider the {title} for {listing_price}?",init-price,"it's a jeep wrangler 4 door. {price}, got about 60k on it. mostly highway miles. i've got it listed at {price}",15446
-82.84295846969098,car,buyer,counter-price,i don't need snow tires. tell you what. i can do {price} for this. and i'll probably sell my jeep this week. get you the cash by the end of this week,counter-price,"i guess it wouldn't work for us. we are looking for a land rover. so if i throw in snow tires, will you consider the {title} for {listing_price}?",15447
-26.683832279901324,car,seller,unknown,cool. take care of my baby.,counter-price,i don't need snow tires. tell you what. i can do {price} for this. and i'll probably sell my jeep this week. get you the cash by the end of this week,15448
-3.443879347940896,car,seller,offer,<offer>,counter-price,i don't need snow tires. tell you what. i can do {price} for this. and i'll probably sell my jeep this week. get you the cash by the end of this week,15449
-13.295474247033939,car,buyer,unknown,good deal.,offer,<offer>,15450
-3.568819410226794,car,buyer,accept,<accept>,offer,<offer>,15451
-23.126275632670136,phone,seller,intro,"brand new phone, never used.",<start>,<start>,15452
-18.122869067845386,phone,buyer,unknown,hey i love {title},intro,"brand new phone, never used.",15453
-24.155098467836485,phone,seller,unknown,"cool, then you'll love this phone.",unknown,hey i love {title},15454
-30.76147995219401,phone,seller,counter-price,"i'm starting at {listing_price}, don't insult me with such a low price.",init-price,great o i have {price} right now for the phone {price}! 1,15455
-53.384655789031484,phone,buyer,unknown,definately not an insult!! since you got the phone through your work will i be able to activate without an issue?,counter-price,"i'm starting at {listing_price}, don't insult me with such a low price.",15456
-18.795695667531355,phone,seller,unknown,"yes, definitely. please make an offer.",unknown,definately not an insult!! since you got the phone through your work will i be able to activate without an issue?,15457
-88.65164672145815,furniture,buyer,vague-price,i like the lamp. but those older style bulbs put out a lot of heat and use a ton of electricity. it's gonna cost me some extra to get in converted over to normal bulbs. can you come down on the price?,unknown,it has a glass {title} which is all vintage. {title} piece,15458
-16.84449569484975,furniture,seller,init-price,i could drop to {price},vague-price,i like the lamp. but those older style bulbs put out a lot of heat and use a ton of electricity. it's gonna cost me some extra to get in converted over to normal bulbs. can you come down on the price?,15459
-28.025338232623692,furniture,buyer,counter-price,"hmm, we're pretty far apart. i was thinking more like {price}.",init-price,i could drop to {price},15460
-56.50975912670989,furniture,seller,counter-price,the lowest i could accept is {price} and you would need to pick it up within 2 days.,counter-price,"hmm, we're pretty far apart. i was thinking more like {price}.",15461
-49.10234373243867,furniture,buyer,counter-price,"ok, how about this. i can do {price}, and i'll throw in some antiques roadshow dvds for you.",counter-price,the lowest i could accept is {price} and you would need to pick it up within 2 days.,15462
-24.817018734732315,furniture,seller,insist,"no, i would need {my_price}",counter-price,"ok, how about this. i can do {price}, and i'll throw in some antiques roadshow dvds for you.",15463
-23.770649288391127,furniture,buyer,unknown,looks like we're too far apart.,insist,"no, i would need {partner_price}",15464
-3.443879347940896,furniture,buyer,offer,<offer>,insist,"no, i would need {partner_price}",15465
-7.710665888631531,furniture,seller,quit,<quit>,offer,<offer>,15466
-31.099933646386244,housing,buyer,intro,"hi i would like rent your place, it looks great",<start>,<start>,15467
-62.814180695596534,housing,seller,init-price,"thank you, i really need to get someone in there ... are you able to pay the {listing_price} rent easily?",intro,"hi i would like rent your place, it looks great",15468
-64.90080107836398,housing,buyer,counter-price,yes we both work at a tech firm and do pretty well ... but thats a little high ... how about {price},init-price,"thank you, i really need to get someone in there ... are you able to pay the {listing_price} rent easily?",15469
-55.73375693915984,housing,seller,counter-price,"ok good, but that's a little less than i need to get ... how about {price}?",counter-price,yes we both work at a tech firm and do pretty well ... but thats a little high ... how about {price},15470
-68.42408909665338,housing,buyer,inquiry,thats' still a bit more than we want to spend ... is there any perk you could add like cable or wifi?,counter-price,"ok good, but that's a little less than i need to get ... how about {price}?",15471
-63.86590682481447,housing,seller,unknown,"sure, i could add the {title} to my internet plan no problem ... so we have a deal at 3000 m including wifi?",inquiry,thats' still a bit more than we want to spend ... is there any perk you could add like cable or wifi?,15472
-15.325375732746787,housing,buyer,inquiry,and cable?,unknown,"sure, i could add the {title} to my internet plan no problem ... so we have a deal at 3000 m including wifi?",15473
-35.14702516730232,housing,seller,inform,"oh, yes it's at& t so it's high speed internet and dish network channels",inquiry,and cable?,15474
-3.443879347940896,housing,buyer,offer,<offer>,inform,"oh, yes it's at& t so it's high speed internet and dish network channels",15475
-52.906379346604155,housing,seller,unknown,"ok, start packing and you can move in the first of the month",offer,<offer>,15476
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,15477
-25.52915649375764,bike,seller,init-price,"great {title}, excellent condition, yours for {listing_price}!",<start>,<start>,15478
-35.418792817502315,bike,buyer,unknown,hi. i am interested in this {title}. may i ask how tall it is?,init-price,"great {title}, excellent condition, yours for {listing_price}!",15479
-18.28884985672672,bike,seller,unknown,the seat reaches roughly 35 inches high.,unknown,hi. i am interested in this {title}. may i ask how tall it is?,15480
-65.90519910782626,bike,buyer,inquiry,ok. i was thinking of getting a {title} like this for my son. how low would you go on the price?,unknown,the seat reaches roughly 35 inches high.,15481
-51.353611373931884,bike,seller,counter-price,"if you can come pick it up today, i'd do {price}. i think your son would love it!",inquiry,ok. i was thinking of getting a {title} like this for my son. how low would you go on the price?,15482
-46.75172124997157,bike,buyer,counter-price,i think he would too. could you go as low as {price}? i am on a budget.,counter-price,"if you can come pick it up today, i'd do {price}. i think your son would love it!",15483
-17.96446290092492,bike,buyer,counter-price,i can come up to {price}.,counter-price,"that's a little lower than i'd like to go. the {title} has very few miles on it and is almost like new. similar bikes sell for almost {price}, i'm only asking {listing_price} because i need the money. how about {price}? that's fifteen dollars lower than i really wanted to go.",15484
-52.37694302203575,bike,seller,counter-price,how about we split the difference at {price} and your son can be riding this amazing {title} within the hour!,counter-price,i can come up to {price}.,15485
-3.443879347940896,bike,buyer,offer,<offer>,counter-price,how about we split the difference at {price} and your son can be riding this amazing {title} within the hour!,15486
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,15487
-15.79882991825335,electronics,buyer,intro,is it clean?,<start>,<start>,15488
-21.484084009118842,electronics,seller,unknown,"yes, it is almost mint condition",intro,is it clean?,15489
-22.433968188259165,electronics,buyer,inquiry,does it have any cat hairs on it?,unknown,"yes, it is almost mint condition",15490
-31.27663504330369,electronics,seller,disagree,"we do not have a cat, no worries",inquiry,does it have any cat hairs on it?,15491
-44.63844069878499,electronics,buyer,inquiry,will i pick it up or will you drop it off?,disagree,"we do not have a cat, no worries",15492
-65.3879859040117,electronics,seller,inform,either way is fine. i have an office on main if you want to meet there or pick it up there during business hours,inquiry,will i pick it up or will you drop it off?,15493
-26.552680765040844,electronics,buyer,init-price,"ok, how about {price} and i will pick it up?",inform,either way is fine. i have an office on main if you want to meet there or pick it up there during business hours,15494
-13.212086472681156,electronics,seller,unknown,sounds good to me,init-price,"ok, how about {price} and i will pick it up?",15495
-32.07439636745762,electronics,buyer,unknown,"thanks, i will be around noon tommorrow.",unknown,sounds good to me,15496
-3.443879347940896,electronics,buyer,offer,<offer>,unknown,sounds good to me,15497
-30.575674150657388,electronics,seller,unknown,( i enjoyed this and i liked your questions),offer,<offer>,15498
-3.568819410226794,electronics,seller,accept,<accept>,offer,<offer>,15499
-32.85099529373597,electronics,buyer,intro,i'm interested in the {title} you are selling. is it still available?,<start>,<start>,15500
-33.664780994116654,electronics,seller,unknown,"yes, it is and it's very high quality.",intro,i'm interested in the {title} you are selling. is it still available?,15501
-18.910338233471823,electronics,buyer,inquiry,is everything working on it?,unknown,"yes, it is and it's very high quality.",15502
-62.29742069505024,electronics,seller,inform,"yes, i was using it until a couple weeks ago when i moved up to an even better one.",inquiry,is everything working on it?,15503
-41.71676221228318,electronics,buyer,init-price,"i'm interested, but {listing_price} is a bit high for me. would you come down to {price}?",inform,"yes, i was using it until a couple weeks ago when i moved up to an even better one.",15504
-36.9536412045243,electronics,seller,counter-price,"no, i couldn't go that low. i could go to {price}, though.",init-price,"i'm interested, but {listing_price} is a bit high for me. would you come down to {price}?",15505
-51.71146754907984,electronics,buyer,agree,"if you can throw in some speakers with that, it's a deal at {partner_price}. can you work that out?",counter-price,"no, i couldn't go that low. i could go to {price}, though.",15506
-79.17212405729943,electronics,seller,disagree,"not the best speakers, but i can throw in a pair that will get you through until you can get better ones.",agree,"if you can throw in some speakers with that, it's a deal at {my_price}. can you work that out?",15507
-20.820202632358413,electronics,buyer,unknown,that would be great! thanks so much!,disagree,"not the best speakers, but i can throw in a pair that will get you through until you can get better ones.",15508
-3.443879347940896,electronics,buyer,offer,<offer>,disagree,"not the best speakers, but i can throw in a pair that will get you through until you can get better ones.",15509
-3.568819410226794,electronics,seller,accept,<accept>,offer,<offer>,15510
-27.210519978388852,housing,seller,intro,hello are you looking at my apartment?,<start>,<start>,15511
-46.23838938840384,housing,buyer,unknown,hi! i'm interested in the apartment. can you tell me the condition of it? any utility problems?,intro,hello are you looking at my apartment?,15512
-49.85979688463022,housing,seller,disagree,"it is in mint condition, no issues with any utilities, and you can move in by feb 5th.",unknown,hi! i'm interested in the apartment. can you tell me the condition of it? any utility problems?,15513
-59.252999188508724,housing,buyer,init-price,{listing_price} is a little steep. would you consider {price} a month? after a year is be willing to reconsider terms.,disagree,"it is in mint condition, no issues with any utilities, and you can move in by feb 5th.",15514
-37.5231759754151,housing,seller,disagree,i would consider that yes. i could not go any lower.,init-price,{listing_price} is a little steep. would you consider {price} a month? after a year is be willing to reconsider terms.,15515
-3.443879347940896,housing,buyer,offer,<offer>,disagree,i would consider that yes. i could not go any lower.,15516
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,15517
-22.021760354713535,electronics,seller,intro,hey there are you interested in my {title}?,<start>,<start>,15518
-24.062341326916645,electronics,buyer,inquiry,how's the bass on this {title}?,intro,hey there are you interested in my {title}?,15519
-34.84940273154142,electronics,seller,init-price,"it has great sounds. works with ipod, iphone, mp3 player, or cd player, 11 inch height, built in amp. im asking for {listing_price} for it.",inquiry,how's the bass on this {title}?,15520
-28.238289318779657,electronics,buyer,inquiry,will it work with my android phone?,init-price,"it has great sounds. works with ipod, iphone, mp3 player, or cd player, 11 inch height, built in amp. im asking for {listing_price} for it.",15521
-39.00088177622509,electronics,seller,inform,yes it should work if you have the cable for it.,inquiry,will it work with my android phone?,15522
-46.75603721703608,electronics,buyer,counter-price,"tell you what, if you throw in a pair of headphones, i'd bring you {price} dollars today.",inform,yes it should work if you have the cable for it.,15523
-44.03587556940194,electronics,seller,unknown,okay i can do that. thanks for working something out. have a good day!,counter-price,"tell you what, if you throw in a pair of headphones, i'd bring you {price} dollars today.",15524
-3.443879347940896,electronics,seller,offer,<offer>,counter-price,"tell you what, if you throw in a pair of headphones, i'd bring you {price} dollars today.",15525
-3.568819410226794,electronics,buyer,accept,<accept>,offer,<offer>,15526
-7.021594984570325,electronics,seller,intro,hello.,<start>,<start>,15527
-45.9579699895953,electronics,buyer,unknown,hello could you tell if me there is anything wrong with this item?,intro,hello.,15528
-45.902409810813204,electronics,buyer,inquiry,when would i be able to pick it up if i bought it?,disagree,there are no faults with this {title}. it is in excellent condition and is unlike any other {title}.,15529
-39.686398382631054,electronics,seller,inform,i could deliver it to you as soon as tomorrow if you would like.,inquiry,when would i be able to pick it up if i bought it?,15530
-44.03542710729369,electronics,buyer,init-price,that would be perfect. i'd be able to offer you {price} for it right now.,inform,i could deliver it to you as soon as tomorrow if you would like.,15531
-9.544016019220246,electronics,seller,intro,hmm,<start>,<start>,15532
-37.873051963792044,electronics,buyer,unknown,hey there that {title} looks sweet. what can you tell me about it? id love to buy it,intro,hmm,15533
-25.335077133942526,electronics,seller,unknown,uhh {title} i'm selling a house,unknown,hey there that {title} looks sweet. what can you tell me about it? id love to buy it,15534
-5.352395946682806,bike,seller,intro,hi,<start>,<start>,15535
-17.960914348929283,bike,buyer,unknown,"hi, how are the tires?",intro,hi,15536
-76.94309543765738,bike,seller,unknown,if you zoom in on the photo you can see they are practically new ... only ridden it few times since i got them,unknown,"hi, how are the tires?",15537
-20.29851431090838,bike,buyer,inquiry,how about the brakes?,unknown,if you zoom in on the photo you can see they are practically new ... only ridden it few times since i got them,15538
-76.91131962976225,bike,seller,init-price,"you will new pads on the brakes before you ride it, that's why i've listed it at such a low price for this model ... only asking {listing_price}",inquiry,how about the brakes?,15539
-35.79120435452529,furniture,buyer,intro,"hello the lamp looks nice, can you tell me anything more about it",<start>,<start>,15540
-106.85636657029272,furniture,seller,unknown,"it really is a {title} lamp that is gorgeous and works great. it takes really different bulbs than any other lamp i have used, but i am including them with the lamp. it truly is in excellent vintage condition.",intro,"hello the lamp looks nice, can you tell me anything more about it",15541
-78.41841827802703,furniture,buyer,init-price,"ok, that sounds good ... could you take {price} for it maybe and i will bring my son to carry it and move things around for you",unknown,"it really is a {title} lamp that is gorgeous and works great. it takes really different bulbs than any other lamp i have used, but i am including them with the lamp. it truly is in excellent vintage condition.",15542
-79.19533957470256,furniture,seller,agree,i'm willing to do that. this really is a sweet deal for {partner_price}. i hope you love the lamp as much as i have.,init-price,"ok, that sounds good ... could you take {price} for it maybe and i will bring my son to carry it and move things around for you",15543
-3.443879347940896,furniture,seller,offer,<offer>,init-price,"ok, that sounds good ... could you take {price} for it maybe and i will bring my son to carry it and move things around for you",15544
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,15545
-7.406512495472448,furniture,seller,intro,hello!,<start>,<start>,15546
-40.58967167215907,furniture,buyer,unknown,"hi there, isee you have a {title} container i am interested in.",intro,hello!,15547
-44.36766648437085,furniture,seller,unknown,yes. i'd be willing to sell it to you today if you want!,unknown,"hi there, isee you have a {title} container i am interested in.",15548
-51.540039656182365,furniture,buyer,init-price,"i am not sure if it has anything wrong with it, or how old. but would you consider {price}?",unknown,yes. i'd be willing to sell it to you today if you want!,15549
-3.443879347940896,furniture,buyer,offer,<offer>,unknown,yes. i'd be willing to sell it to you today if you want!,15550
-53.994539649380634,furniture,seller,counter-price,"it's in mint condition, absolutely beautiful! i'd be willing to do {price} for it. i'll even drop it off to you.",offer,<offer>,15551
-65.35835507980849,furniture,buyer,insist,i appreciate the offer. i will pick it up for you. just let me know the area. {my_price} is cash today!,counter-price,"it's in mint condition, absolutely beautiful! i'd be willing to do {price} for it. i'll even drop it off to you.",15552
-32.04006831517942,furniture,seller,unknown,"ok, that's a deal if you pick it up.",insist,i appreciate the offer. i will pick it up for you. just let me know the area. {partner_price} is cash today!,15553
-3.568819410226794,furniture,seller,accept,<accept>,insist,i appreciate the offer. i will pick it up for you. just let me know the area. {partner_price} is cash today!,15554
-18.880920581914523,electronics,buyer,intro,i'm looking for a {title}.,<start>,<start>,15555
-22.473337880602656,electronics,seller,unknown,hi are you interested in my wireless {title}.,intro,i'm looking for a {title}.,15556
-27.85227295517416,electronics,buyer,inquiry,i think i might be. can you tell me more about it?,unknown,hi are you interested in my wireless {title}.,15557
-64.18291070514617,electronics,seller,inform,it is still in great condition and ive used it for my office but it can be used at home as well,inquiry,i think i might be. can you tell me more about it?,15558
-19.54012322903995,electronics,buyer,init-price,i would offer you {price} for it.,inform,it is still in great condition and ive used it for my office but it can be used at home as well,15559
-33.67574843772245,electronics,seller,counter-price,i could come down to {price} and help you with installation.,init-price,i would offer you {price} for it.,15560
-31.167922508194973,electronics,buyer,inquiry,"that's pretty good. could you include the ethernet cables, too?",counter-price,i could come down to {price} and help you with installation.,15561
-36.873282174992916,electronics,seller,inform,everything comes with it and everythings still in great condition.,inquiry,"that's pretty good. could you include the ethernet cables, too?",15562
-19.61053630775479,electronics,buyer,unknown,"okay then, we have a deal.",inform,everything comes with it and everythings still in great condition.,15563
-3.443879347940896,electronics,buyer,offer,<offer>,inform,everything comes with it and everythings still in great condition.,15564
-3.568819410226794,electronics,seller,accept,<accept>,offer,<offer>,15565
-5.631888775249492,furniture,buyer,intro,hello,<start>,<start>,15566
-22.37051318395158,furniture,seller,unknown,hello this {title} is in excellent condition.,intro,hello,15567
-32.227520726901226,furniture,buyer,inquiry,good to hear. how much would you like for it?,unknown,hello this {title} is in excellent condition.,15568
-12.936618586717001,furniture,seller,init-price,i'm asking {listing_price} for it.,inquiry,good to hear. how much would you like for it?,15569
-57.34892787656961,furniture,buyer,inquiry,that seems a little bit too expensive for this kind of {title}. could you go any lower for it?,init-price,i'm asking {listing_price} for it.,15570
-40.573725711036936,furniture,seller,vague-price,if you pay in cash today i am willing to go lower.,inquiry,that seems a little bit too expensive for this kind of {title}. could you go any lower for it?,15571
-59.73315140808886,furniture,buyer,counter-price,i am willing to pay in cash. i would like to pay {price} dollars for it. is that fair to you?,vague-price,if you pay in cash today i am willing to go lower.,15572
-21.79909203960072,furniture,seller,unknown,i would be okay with taking that much.,counter-price,i am willing to pay in cash. i would like to pay {price} dollars for it. is that fair to you?,15573
-22.64482537557574,furniture,buyer,inquiry,"okay, so do we have a deal?",unknown,i would be okay with taking that much.,15574
-9.681519542970042,furniture,seller,inform,deal.,inquiry,"okay, so do we have a deal?",15575
-3.443879347940896,furniture,seller,offer,<offer>,inquiry,"okay, so do we have a deal?",15576
-13.051548664151888,furniture,buyer,unknown,good doing business with you.,offer,<offer>,15577
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,15578
-30.907641014074567,furniture,buyer,init-price,hello i see you have some furniture for {listing_price},<start>,<start>,15579
-52.733585278955815,furniture,seller,unknown,"yes. there's alot of tables, hutches, dresser, lamps, and {title}. we are getting new furniture, so we are clearing out the old stuff.",init-price,hello i see you have some furniture for {listing_price},15580
-10.03997351388216,furniture,buyer,unknown,nice,unknown,"yes. there's alot of tables, hutches, dresser, lamps, and {title}. we are getting new furniture, so we are clearing out the old stuff.",15581
-27.018679269610537,furniture,seller,unknown,"the {title} is beautiful, you will love it.",unknown,nice,15582
-69.17730369904164,furniture,buyer,init-price,are you willing to take {price} and i'll have my friend with a truck go with me to pick it up?,unknown,"the {title} is beautiful, you will love it.",15583
-82.24956463955782,furniture,seller,counter-price,there are eight pieces of furniture here. we've got to get at least {price} and you will need a big moving truck to fetch it all in one shot.,init-price,are you willing to take {price} and i'll have my friend with a truck go with me to pick it up?,15584
-64.42276651791454,furniture,buyer,counter-price,can you meet me in the middle and take {price} then since i'll have to rent a big moving truck?,counter-price,there are eight pieces of furniture here. we've got to get at least {price} and you will need a big moving truck to fetch it all in one shot.,15585
-11.425457097749835,furniture,seller,unknown,that sounds fair.,counter-price,can you meet me in the middle and take {price} then since i'll have to rent a big moving truck?,15586
-3.443879347940896,furniture,seller,offer,<offer>,counter-price,can you meet me in the middle and take {price} then since i'll have to rent a big moving truck?,15587
-9.967823728131382,furniture,buyer,unknown,thank you.,offer,<offer>,15588
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,15589
-61.25373741122878,electronics,seller,agree,i'd be willing to give it out for {partner_price} if you can come and pick it up from my house. deal?,init-price,i'm interested in buying this {title} but i think the price is a little high because i can buy a similar setup new from the store with a warranty for {price}. would you consider selling this for {price}?,15590
-3.443879347940896,electronics,seller,offer,<offer>,init-price,i'm interested in buying this {title} but i think the price is a little high because i can buy a similar setup new from the store with a warranty for {price}. would you consider selling this for {price}?,15591
-13.87981628869524,electronics,buyer,unknown,you've got a deal!,offer,<offer>,15592
-3.568819410226794,electronics,buyer,accept,<accept>,offer,<offer>,15593
-28.805805949022808,housing,buyer,intro,i am interested in this property. are there neighbors close by?,<start>,<start>,15594
-39.41298040632217,housing,seller,unknown,"there are some neighbors yes, but the location feels incredibly secluded given the surrounding city.",intro,i am interested in this property. are there neighbors close by?,15595
-25.005095883074784,housing,buyer,vague-price,would you be able to come down in cost?,unknown,"there are some neighbors yes, but the location feels incredibly secluded given the surrounding city.",15596
-80.30150761877603,housing,seller,vague-price,potentially. i've always hated this carpet my wife chose to put in. i'd come down a bit just to say that it was because of the carpeting.,vague-price,would you be able to come down in cost?,15597
-41.19763892521619,housing,buyer,init-price,ok. i would be a great tenant. i could offer {price}.,vague-price,potentially. i've always hated this carpet my wife chose to put in. i'd come down a bit just to say that it was because of the carpeting.,15598
-67.20499322625324,housing,seller,counter-price,i can't go nearly that low. this property is the upper echelon of homes in this area. i could accept {price} though.,init-price,ok. i would be a great tenant. i could offer {price}.,15599
-29.691697946997564,housing,buyer,inquiry,any extra perks you can throw in? like paid utilities? furniture?,counter-price,i can't go nearly that low. this property is the upper echelon of homes in this area. i could accept {price} though.,15600
-116.07652895392951,housing,seller,disagree,"i can't offer to pay your utilities because there's no telling what that cost will be. however, the home could easily be equipped with solar panels. also, it's equipped with a complete set of furnishings and appliances, though i expect you will want to bring at least some of your own.",inquiry,any extra perks you can throw in? like paid utilities? furniture?,15601
-58.76100381374496,housing,buyer,counter-price,ok. i can move in as soon as you are ready if you can bring the payment to {price}.,disagree,"i can't offer to pay your utilities because there's no telling what that cost will be. however, the home could easily be equipped with solar panels. also, it's equipped with a complete set of furnishings and appliances, though i expect you will want to bring at least some of your own.",15602
-17.27501441049796,housing,seller,counter-price,{price} and you've got a deal.,counter-price,ok. i can move in as soon as you are ready if you can bring the payment to {price}.,15603
-8.406512495471448,housing,buyer,agree,deal,counter-price,{price} and you've got a deal.,15604
-3.443879347940896,housing,buyer,offer,<offer>,counter-price,{price} and you've got a deal.,15605
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,15606
-46.692604933695094,furniture,buyer,intro,hi. i am interested in the {title} that you have for sale. does it have any stains?,<start>,<start>,15607
-34.25975769781323,furniture,seller,disagree,"no, no stains. it is clean and almost like new",intro,hi. i am interested in the {title} that you have for sale. does it have any stains?,15608
-50.99023392849165,furniture,buyer,inquiry,i think i would like to buy it for my daughter's first apartment. is it very heavy to move?,disagree,"no, no stains. it is clean and almost like new",15609
-47.813448936559325,furniture,seller,disagree,"it would probably take two people to get it out, but it isn't super heavy. just big.",inquiry,i think i would like to buy it for my daughter's first apartment. is it very heavy to move?,15610
-52.42495565196144,furniture,buyer,init-price,i would have to have help to move it. will you take {price}? i can pick it up tomorrow.,disagree,"it would probably take two people to get it out, but it isn't super heavy. just big.",15611
-83.63292237895071,furniture,seller,counter-price,"i am happy to help you load and unload it. i can't go that low, but i could do {price}. this would be a great piece for your daughter!",init-price,i would have to have help to move it. will you take {price}? i can pick it up tomorrow.,15612
-27.015466074657443,furniture,buyer,unknown,i would love the help! you have a deal.,counter-price,"i am happy to help you load and unload it. i can't go that low, but i could do {price}. this would be a great piece for your daughter!",15613
-3.443879347940896,furniture,buyer,offer,<offer>,counter-price,"i am happy to help you load and unload it. i can't go that low, but i could do {price}. this would be a great piece for your daughter!",15614
-3.568819410226794,furniture,seller,accept,<accept>,offer,<offer>,15615
-5.352395946682806,car,seller,intro,hi,<start>,<start>,15616
-53.08945423041326,car,buyer,unknown,"hi, i'm interested in purchasing this vehicle but i have a question. how many miles are on the vehicle?",intro,hi,15617
-84.6136727920593,car,seller,init-price,the miles are very low ... only {price} and mostly highway to work ... it rides really well and is good on gas,unknown,"hi, i'm interested in purchasing this vehicle but i have a question. how many miles are on the vehicle?",15618
-21.681906456710244,car,buyer,inquiry,ok. how new are the tires?,init-price,the miles are very low ... only {price} and mostly highway to work ... it rides really well and is good on gas,15619
-50.369711344009794,car,seller,counter-price,they have great tread left ... these usually go for about {price} but im only asking {listing_price},inquiry,ok. how new are the tires?,15620
-106.47000602744859,car,buyer,counter-price,"yeah, i'm definitely interested in the vehicle. i'd be able to pick it up immediately, and i'd be able to pay for it all in cash, but i'd like to pay you {price} for it",counter-price,they have great tread left ... these usually go for about {price} but im only asking {listing_price},15621
-57.45033229838596,car,seller,counter-price,"well, it does have a little scratch on the back bumper, so i could come down to {price}",counter-price,"yeah, i'm definitely interested in the vehicle. i'd be able to pick it up immediately, and i'd be able to pay for it all in cash, but i'd like to pay you {price} for it",15622
-15.325375732746789,car,buyer,unknown,"okay, perfect",counter-price,"well, it does have a little scratch on the back bumper, so i could come down to {price}",15623
-3.443879347940896,car,buyer,offer,<offer>,counter-price,"well, it does have a little scratch on the back bumper, so i could come down to {price}",15624
-14.325375732740122,car,seller,unknown,cheers,offer,<offer>,15625
-3.568819410226794,car,seller,accept,<accept>,offer,<offer>,15626
-18.374763759713552,electronics,buyer,intro,hi {title} how clean is this?,<start>,<start>,15627
-37.673924808664296,electronics,seller,unknown,it's very clean. it was stored in the box,intro,hi {title} how clean is this?,15628
-43.49513129266945,electronics,buyer,inquiry,any dog bites on this? the last one i bought the guys dog chewed on the corners.,unknown,it's very clean. it was stored in the box,15629
-31.15891781840753,electronics,seller,disagree,there are no dog bites. i do not have any pets.,inquiry,any dog bites on this? the last one i bought the guys dog chewed on the corners.,15630
-26.816411857399594,electronics,buyer,inquiry,would you be dropping off or should i pick it up?,disagree,there are no dog bites. i do not have any pets.,15631
-35.4199496046834,electronics,seller,inform,you must pickup {title} although i might be willing to negotiate on that,inquiry,would you be dropping off or should i pick it up?,15632
-46.7549310617145,electronics,buyer,inquiry,well if i am picking up should i bring my small honda accord or bring my suv?,inform,you must pickup {title} although i might be willing to negotiate on that,15633
-32.09156815270716,electronics,seller,inform,the suv is a better bet.,inquiry,well if i am picking up should i bring my small honda accord or bring my suv?,15634
