,text,meta_text
27110,hello i would like to activate my att phone today but i can only afford to pay $35 . would you be willing to work with me ? ,init-price
27111,oooo . can't go that low to be fair to my other customers . i'd be willing to activate your phone for $45 . ,counter-price
27112,i am really under some financial hardship and i really need my phone . i am a college student from out of state and i can barely make rent for this month . can i get it for $40 that is all i can afford to pay . when i leave here i will not have a penny extra to my name . ,counter-price
27113,<end>,<end>
27114,"hey kind seller , how about i give you $105 for this dresser ? ",init-price
27115,"whoa , there jose . talking about low balling . that's way too low man , i can do say . . . 180 , knock off a cool 15 bucks . that's probably the lowest i can go ",counter-price
27116,"fam , it's outside and i can't see the back of it . how do i know that there isn't a huge gaping hole in the back of it ? i'll do you a favor though and raise my price to 10 $140 ",counter-price
27117,"it's outside because i took it outside to take a picture of it . and the condition is great , i said . i'm trying to rip you off here . if you can do 175 , we got a deal ",counter-price
27118,"exactly , as you said you are in fact trying to rip me off . $150 ",counter-price
27119,"yeah , how about no . good luck to ya ",disagree
27120,<end>,<end>
27121,how long have you had the beats ? ,inquire
27122,i have only had them for a month bought them thinking i would use them more but well i guess i am not that much of a headphone person ,inform
27123,"i can understand that . they look like they are in excellent condition . is there any dings , scratches , or scuffs on them ? ",inquire
27124,not a single mark on them look exactally the same they did the day i bought them ,inform
27125,"wonderful . i know you just bought them a month ago , but are you willing to negotiate the price some ? ",inquire
27126,i really wanted to get 175 as that is 25 less than what i paid but i guess i could go down to 160 if you can get them today ,init-price
27127,<end>,<end>
27128,"hi , how old is this piano ? ",inquire
27129,it is about a year old . it's in great shape ! ,inform
27130,is there any scratches on it ? how often was it used ? ,inquire
27131,there are no scratches . it was kept covered . it has only been used a few times . ,inform
27132,was this used by an adult or a child ? ,inquire
27133,it was supposed to be for a child but she decided to take up the saxaphone instead so it has been mostly stored away . ,inform
27134,i can do $275 for it . ,init-price
27135,it comes with a lot of extras so i would like at least 300 for it . ,counter-price
27136,okay would you deliver it for that price ? ,inquire
27137,"yes , if you live close by , that would not be a problem . ",inform
27138,"okay , you got a deal ",agree
27139,great ! ,thanks
27140,<end>,<end>
27141,hi there . i'm glad you're intterested in this lamp . what's your budget ? ,intro
27142,hello ,intro
27143,"i paid $300 for it , so hopefully the $150 listing price seems reasonable to you . ",init-price
27144,i well give you 100 if i pick it up ,counter-price
27145,how about $125 and i deliver it ? ,counter-price
27146,okay 125 is good ,agree
27147,great . good to do business with you ! ,thanks
27148,<end>,<end>
27149,"hello , i was looking around to rent a place and was wondering what are your lowest options , i am on a strict budget ? ",inquire
27150,really the lowest i can go is$900 ,init-price
27151,"that might work for me , can you offer any free months rent or anything like that ? ",inquire
27152,"well i do need some handy work done around the place , minor maintenance . if you can help for the first month i'll give you a month free . ",inform
27153,how's that sound ? ,inquire
27154,"that's sounds great , let's do it ! ",inform
27155,<end>,<end>
27156,"hello , i am very interested in this listing ",intro
27157,i'm glad to hear it ! ,intro
27158,"the studio is super nice . all of our units just got renovated so it's all modern appliances and pretty much everything else you could ask for . we are also waving the deposit , which is typically last months rent , so you should have some extra money leftover ! ",supplemental
27159,what is the price for the studio ,inquire
27160,asking price is 1625 . ,init-price
27161,would you be willing to take 1450 ? ,counter-price
27162,"i could go as low as 1500 , but it would have to be on an 18 month lease as opposed to the typical 12 . would that be alright for you ? ",counter-price
27163,1500 and an 18 month lease would work for me . given the location i will be saving quite a bit on gas . ,agree
27164,<end>,<end>
27165,"hi , i am interested in your 1phone 6 . having it be 64gb is a plus . does it have any dings or scratches ? ",inquire
27166,"good afternoon ! as mentioned in the posting , the condition of the iphone is ""like new . "" there are no dings or scratches anywhere on the phone . ",inform
27167,"wonderful , i wanted to double check . can i ask why you are selling the phone ? ",inquire
27168,i have upgraded to a different phone recently and have no use for it . ,inform
27169,ok . what all comes with the phone ? i was hoping it would at least have the charger and screen protector on it . ,inquire
27170,it comes with the original charger that came with the phone . no screen protector . are you interested ? ,inform
27171,"yes , i hope my offer will be suitable . ",supplemental
27172,"we should have negotiated the price before you made an offer . i'm sorry , but $320 is very reasonable for the phone considering that it has 64gb and it is almost brand new . i am going to have to reject your offer . ",disagree
27173,thank you for your time . ,thanks
27174,<end>,<end>
27175,interesting looking table you dot there ,intro
27176,i moving out soon and i can give it to you for only 120$ ,init-price
27177,"i see . tell you what , i'll give you 100 bucks for it cash ",counter-price
27178,how about 110$ ? it's really a low offer for this table ,counter-price
27179,"you know what , that's a fair enough deal . 110 it is ",agree
27180,<end>,<end>
27181,hello there . i saw your ad for the tent ? do you still have it ? ,intro
27182,"hello , i still do—they have been sitting here for awhile Ei'm asking 12$ for it but willing to take an offer if you will come and pick it up . ",init-price
27183,they ? how many are there ? ,inquire
27184,well the tent comes with an adjoining privacy enclosure for all your ideal camping needs ! ,inform
27185,my son wants to buy it to put in the backyard . he has been saving hos money for a few weeks . he has $10 . would you be willing to take that and help a kid out ? ,counter-price
27186,i'll take 10$ . ,agree
27187,<end>,<end>
27188,"hello , i am in love with your console . would you be willing to sell it to me for $140 . i will come and pick it up myself . ",init-price
27189,i really don't want to go down that much on the price i have only had this a few months and paid over 400 i could maybe go as low as 180 if you can come right away i had a family emergency and have to leave town asap . ,counter-price
27190,i can do $165 . i remember the ad said that there is a defect with one of the drawers as well . . i am willing to pick up immediately . ,counter-price
27191,<end>,<end>
27192,this apartment is great and in a great location . ,supplemental
27193,can you tell me what some of the ammenities are ,inquire
27194,"we have on-site laundry , a pool , bbq area . location is close to public transportation ",inform
27195,can you tell me the square footage of the apartment ? ,inquire
27196,800 sq ft . ,inform
27197,the only down side i see is that the laundry is not in the unit . would you take 1600 . 00 a month ? ,init-price
27198,"that's a little low , how about $1750 ? ",counter-price
27199,i can do 1750 . 00 . ,agree
27200,<end>,<end>
27201,"hi , i'm interested in the peugeot bike . is it in good working condition ? ",inquire
27202,"no it isn't at all . what you're basically buying the ""peugeot"" brand . the frame is the only thing in great condition , so you will need new tires , seat , and handlebars . ",inform
27203,i know those old peugeot are good bikes . that's a shame . $60 is a lot for that just a frame would take $25 ? ,init-price
27204,"$25 is way too low ! think about it this way , if you invest $100 in repairs then you will pretty much have a new $500 peugeot bike ! i can go as low as $55 , and for that price i'll even throw in a new helmet ! ",counter-price
27205,i need a bike for school and i'm on budget . i've been looking for an older bike that i could spend some time on but those repairs are going to be costly . you maybe right but i just don't think i could do better than $30 . i was just hoping you would be willing to help me out and give that bike a good home . ,counter-price
27206,<end>,<end>
27207,hi ,intro
27208,hello are you interesred in the bed that i am selling ? ,intro
27209,"yes definitely . i like the pictures i saw . i know your listing price is 150 , but what's your best offer ? ",init-price
27210,<end>,<end>
27211,"hello , can you give me some details for the house ? ",inquire
27212,"hi , this place is beautiful ? what kind of a budget are you working with ? ",inform
27213,i am around 2000$ . more details please for the house ? ,init-price
27214,<end>,<end>
27215,"hi , what is your budget at ? ",inquire
27216,"hety there , so the price for the two dresser is 700 ? ",init-price
27217,"yes and these are super high quality , not your press board ikea throwaway junk ! ",supplemental
27218,i do have some budget constraints . . . will you accept 350 for both ? ,counter-price
27219,ouch that's unexpected . i was hoping to get much closer to 700 if you can do something like 500 then i will sand and oil the tops of both so that they are super shiny and pretty ? ,counter-price
27220,still a bit too high . . . i could probably do 450 . . . no need to buff it up . and i'll come and pick it up ,counter-price
27221,i can do that and will give you the oil that i have as extra so you will be able to save a little bit of money on that if you decide to polish them . ,agree
27222,"you know , sounds good , that's a fair enough deal . ",thanks
27223,<end>,<end>
27224,looks like you're in the market for a beauty of a car today ! nissan is a great car . very reliable . ,supplemental
27225,yeah it looks nice can you tell me something about it ? ,inquire
27226,it's bright red and sporty ! no accidents . all the paperwork will be completed for you so less hassle with the dmv -- which is worth the price alone !,inform
27227," i'm asking $8 , 500 . how's that sound ? ",init-price
27228,will you take $4500 if i do the paperworks ? ,counter-price
27229,"ooo . . . i can't go that low . gotta be fair to my other customers , ya know . i can do $8 , 000 and we'll deliver it to your door . ",counter-price
27230,you will deliver the car with the paperworks ? ,inquire
27231,"you bet ! we good at $8 , 000 ? you won't be disappointed ! ",insist
27232,how about of full tank of gas ? ,inquire
27233,"i can certainly do that . and , i'll even put a elvis presley cd in the cd player for you . ",inform
27234,sounds like a good deal to me . lets do it . ,agree
27235,you got it ! enjoy ! ,thanks
27236,<end>,<end>
27237,this is the ultimate buy you won't be disappointed . ,supplemental
27238,"i'm somewhat interested , but the price is too high ",supplemental
27239,this notebook is like new even used ones at the apple store are not this low priced . ,supplemental
27240,"well , that's why i don't shop at the apple store , i can find it cheaper at a dozen other places ",supplemental
27241,"exactly , like here why don't you give me your best price ? ",inquire
27242,"to me i can go no higher than $250 for this laptop , it's a 2012 , i was thinking of holding out for a newer version ",init-price
27243,how about 300 . 00 ? ,counter-price
27244,can we meet in the middle at 275 . 00 ? ,counter-price
27245,it's a deal ! ,agree
27246,great ! ,thanks
27247,<end>,<end>
27248,i noticed the car has 130 miles on it . 7000 seems a bit steep . how's 6000 sound ? ,init-price
27249,well 130k is only 10k a year so that is pretty low all freeway miles as well . i might be willing to take 6800 for it . but as you can see this car is very well take care off . ,counter-price
27250,"i don't know . my last car was well taken care of too , but after i bought it , it started falling apart . i am afraid it will be the same deal . . . . it does look ok though superficially . maybe 6200 ? ",counter-price
27251,ahh was your last car a honda ? these cars last a long time . i might go as low at 6700 with a full tank of gas ,counter-price
27252,well gas is expensive nowadays but not that expensive ! ! . . . i'm sorry but 6700 is just too much .,disagree
27253," it's a nice car but i just don't feel very good about buying something this old . . . i'm going to offer 6500 , because i really like this car . take it or leave it . . . ",counter-price
27254,<end>,<end>
27255,"hello , the listing is a little vague , does this include just the power supply from the dev kit , or the other things in the picture as well ? ",inquire
27256,it is just what is in the picture . ,inform
27257,"if it included the actual vr , which i am guessing is what you were asking it would be well over $1 , 000 ",init-price
27258,"yeah there's no vr in there of course , heh . in the picture i also see like a usb cable and some various mounts and things , i just wanted to make sure those were included as well , okay , great . i think $15 is a little bit steep , but i'll pay $15 if you can bring it to me , or for $13 i'll come out to you , is that fair ? ",counter-price
27259,<end>,<end>
27260,how many bedroom are there ,inquire
27261,"hello , are you interested in renting the unit ? ",intro
27262,"yes , how many bedrooms are there ? ",inquire
27263,<end>,<end>
27264,"hi , do you have any questions for me ? ",intro
27265,yes could you tell me more about the layout of the home ? ,inquire
27266,"it is large , and located near the city . it is your typical apartment , but it is located in a great area , and great for children . ",inform
27267,<end>,<end>
27268,i am a former army reservist and can vouch for the quality of this vehicle . ,intro
27269,everything works properly ? ,inquire
27270,"yes , the vehicle is a beast . it runs amazing and the maintenance is up to date . ",inform
27271,any accidents at the past ? how about the tyres ? ,inquire
27272,i just had new tires installed . no accidents on record . ,inform
27273,"what's the lowest offer you can accept ? in my opinion , the starting price is too high , i was expecting around 10k compared to other listings online for similar vehicles ",init-price
27274,<end>,<end>
27275,"hi there , i am interested in this unit . can you tell me how many bedrooms ",inquire
27276,it is a one bedroom one bath apartment . ,inform
27277,is there an application fee ? ,inquire
27278,application fee is included in the price of 2471 . 00 ,init-price
27279,how is the parking there ? does it come with a garage ? is there a pool at the location ? any utilities included ? ,inquire
27280,there are many amenities the garage is extra . there is a shared pool . ,inform
27281,"well , the price is pretty steep considering that a garage is not included and i am assuming there is no utilities included . the unit is quite small . i could do $1700 ",counter-price
27282,i can include utilities for 2000 . 00 ,counter-price
27283,that is still a little steep considering how small this unit is . i would really have to do some downsizing to be able to move it . i am very interested in it though . ,disagree
27284,can you do any better on the price ? ,vague-price
27285,well since it is a brand new property with secured entry and controlled access i can offer one month free on storage with no utilities paid for 1950 . 00 ,counter-price
27286,<end>,<end>
27287,is anything wrong with the phone ? ,inquire
27288,not at all been in a life-proof case since day 1 . ,inform
27289,how large is the screen ? ,inquire
27290,well it pretty good size for an iphone 6s plus . ,inform
27291,does it come with cords and accessories ? ,inquire
27292,"it sure does . i have the original box with the manuals , multiple chargers for car and home , and several cases for it . it's what i like to call a package deal . ",inform
27293,<end>,<end>
27294,"hello , i see you are interesten in my metro pcs verison pre-pay service ? i am asking at least $39 for it but if you have an offer i am willing to listen . ",init-price
27295,"hello , yes i am interested . i am willing to pay $35 for the service please . ",counter-price
27296,"i will accept $35 , just for you ! ",agree
27297,<end>,<end>
27298,hi there ! the seats look nice ! is that leather ? ,inquire
27299,yes black leather are you interested im selling them for 1800 ,init-price
27300,i'm strongly considering it . are they reclining seats ? ,inquire
27301,they are reclining seats and i could deliver them to you and help you set them up if you are interested . ,inform
27302,"oh that would be great because i don't have a truck or anything i would have to get a uhaul or something . i need to talk you down just a little though because i don't have $1800 right now not until next payday , could you maybe do $1620 ? ",counter-price
27303,could you do 1650 so i dont loose out on them with gas and helping you set them up ,counter-price
27304,"that seems fair , thank you , you're an honest person . ",agree
27305,<end>,<end>
27306,hello is it 100% fully functional ? ,inquire
27307,"hello there ! are you interested in my mattress and pine bed frame ? yes it is fully functional , it works well , just as the day i bought it . and the pine is unscathed , no bumps dents or marks at all , just like new . ",inform
27308,we're asking for $100 . ,init-price
27309,are there any stains on the mattress ? ,inquire
27310,no the mattress looks just like it did when it was purchased . and the frame and mattress come apart easily if you need to do that for any reason . ,inform
27311,"can it be delivered ? if not , the most im willing to pay is $70 if i have to go pick it up ",counter-price
27312,"yes we will gladly deliver it for you , no problem ! thank you very much . ",agree
27313,<end>,<end>
27314,"it's a basica chair , and used . . . you want whole 10 bucks for that ? ",init-price
27315,"yes , i paid $200 , so i think that is pretty fair . ",disagree
27316,"yowser . who pays 200 for a basic office chair ? these things usually run around 50 bucks brand new . tell you what , i'll give you 5 bucks ",counter-price
27317,i will drop it off for you if you pay $10 . ,counter-price
27318,"tell you what , i'll give you 7 bucks and i'll come and pick it up ",counter-price
27319,<end>,<end>
27320,"hi , is it leather interior ? ",inquire
27321,yes it is and has heated seats as well ,inform
27322,how much is left on the warranty ? ,inquire
27323,"it is a 10 year 100 , 000 miles warranty so either 8 years or 58 , 000 miles ",inform
27324,oh good . it's hard to tell from the photo . is this a 2 door or 4 door ? ,inquire
27325,it is a 4 door ,inform
27326,"any dings , dents , or scratches ? ",inquire
27327,not a mark on it . ,inform
27328,"there is no fender , right ? ",inquire
27329,yes there is a fender . i can see what you are talking about those are chrome air vents on the bottom that is exactally how it is suppose to look ,inform
27330,moon roof ? ,inquire
27331,it sure does . this car has every single available option that toyota offers . ,inform
27332,"ok , i like the car , but i can't afford the 21 , 900 . i was hoping you could let it go for $15329 . ",init-price
27333,"sorry i can't do that i still owe 20 , 000 on the car that is the absolute lowest that i can go . ",counter-price
27334,i was hoping we could negotiate . ,unknown
27335,"i can come down almost 2000 from what i was asking but there is no way that i could go down as low as you are thinking . are you able to get close to 20 , 000 ",counter-price
27336,"i may be able to do $17 , 000 ",counter-price
27337,"well i am actually financing something bigger and can take a small hit i guess if i have to . i could let you have it for 19 , 000 . once you drive this car you will not regret it . it is an amazing car i really wish i didn't need to sell it . ",counter-price
27338,<end>,<end>
27339,"hello , are you interested in this space ? what does your budget look like ? ",inquire
27340,well i'm a working student so it's not much . i really like the place though . would you be able to do $3500 ? ,init-price
27341,"there is no way for me to take that low but , i would be able to waive the pet deposit and pet rent for you .",disagree
27342, while also giving you a full access pass to the gym on site which would save you hundreds . if you accept this offer i will waive those fees and take 395 off of your monthly rent . coming out at 5000 . ,counter-price
27343,<end>,<end>
27344,hello i am very interested in this unit . can you tell me a bit more about the location please ? ,inquire
27345,"yes ! the location is in a quiet neighborhood . good community , one of the safest in the state . just a mile away , the city center has plenty of things to do , and there is a community pool available to all residents . ",inform
27346,"sounds good what about the amenities ? is there parking , washer and dryer in the unit etc ? ",inquire
27347,<end>,<end>
27348,i would love to use the service can we talk about 35 . 00 ? ,init-price
27349,"hello , i see you are interested in my offer of activating your phone to metropcs . i am asking at least $50 for the service , what is your offer ? ",counter-price
27350,why don't we come to a deal of 35 . 00 and i will sign a year contract . ,insist
27351,$35 sounds resonable ! ,agree
27352,<end>,<end>
27353,"i am interested in 1 bd apartment , what's the price ? i assume the starting price is for a 3 bd right ? ",inquire
27354,"hello , thanks for your interest . starting price is $1625 for a one bedroom ",init-price
27355,"oh , that's really expensive although i can see it's luxurious and many amenities are includes . are utilities included ? ",inquire
27356,"no they are not . apologies , it's actually for a studio ",inform
27357,"hmmm , i think i can afford a lower cost for a studio right now , are you willing to accept a lower offer for the first year of the contract and then raise it up to 30% ? ",vague-price
27358,<end>,<end>
27359,hi ! this place looks like what i am looking for but it seems way overpriced ? can you go lower on the rent ? ,vague-price
27360,this is a great house in a great neighborhood and it has just been remodeled . what kind of price were you thinking ? ,supplemental
27361,i was hoping for something around 1400 ? ,init-price
27362,i can't do that but i could do $200 and i would keep the water and trash in my name . ,counter-price
27363,"wow , ok , i can do that ! ",agree
27364,<end>,<end>
27365,"hi , i saw your text the other day , you still looking for the bike ? ",intro
27366,"thanks for getting back to me , yes i am interested in the bike ",intro
27367,"great . i know my original listing is 350 , but i can do 325 because i am short on time . . ",init-price
27368,how about $275 ? ,counter-price
27369,"275 is kind of low . . . let's do 305 , i own a courier company so you don;t have to worry about logistics charges . sounds fair ? ",counter-price
27370,deal ,agree
27371,great . nice talking to you ! ,thanks
27372,<end>,<end>
27373,hi what is your budget ? ,intro
27374,hello ,intro
27375,"hi are you able to contact by phone and also wondering about your budget restraints , if any ? ",inquire
27376,"yes , you can call or text anytime . my cell is 386-543-0989 . ",inform
27377,"great so i'm trying to get 45 for this , are you able to afford this price ? ",init-price
27378,<end>,<end>
27379,nice wheels . ,intro
27380,"they could be yours for the low price of $20 , 500 . ",init-price
27381,"yeah , but i do have a budget in mind . so you're the second owner , eh ? ",inquire
27382,yeah i bought it from the mercedes dealer as a certified pre-owned . i have put the last 40k on it . ,inform
27383,"i see . 40k miles in 4 years , that's 10k a year , which works out to be about 27 miles a days that's a pretty long commute . anyway . ",supplemental
27384,"how's this ? 19k , we go to the bank and trafer the money from my account to your . i can do that today if you'd like ",counter-price
27385,that sounds like a plan . i'm leaving town soon and this will help fund the move . ,agree
27386,sounds good . 19k it is . ,thanks
27387,<end>,<end>
27388,hello ,intro
27389,hi ! interested in the helix ? ,intro
27390,i am . is it in good condition ? i have been looking for a quality one for some time now . ,inquire
27391,"it's brand-new , in the box , still sealed . as good a condition as you can get ! ",inform
27392,great news . how much would you like for it ? ,inquire
27393,"it's listed on amazon at $839 , but i'm willing to let it go for less , obviously . ",init-price
27394,i was hoping to pay around 400 dollars . ,counter-price
27395,"that's a little low , less than half what you'd get it for in store . can we bring that up some ? maybe $550 ? ",counter-price
27396,550 sounds good . can i pick it up today ? ,agree
27397,sure ! works for me ! thanks . ,thanks
27398,<end>,<end>
27399,hey there ! ,intro
27400,hi there . i'm interested in your phone . how much are you asking for it ? ,inquire
27401,"asking for around $375 . its 64gb and in great condition , just like when i bought it . ",init-price
27402,how long have you had it ? does it come with a charger and headphones or anything ? ,inquire
27403,"i will give you everything that came with the phone . i only used the phone itself , since i already had a charger and headphones . so the charger and headphones have been sitting in the box unused . i've only had it about a year and a half . ",inform
27404,okay . that sounds good . 375$ seems a little high for a used phone though . any chance you could go down to 250$ ? ,counter-price
27405,i have an offer higher than that already from someone else . i mean its used but its in good condition and its a 6s so its not too outdated . ,supplemental
27406,i'd be willing to do $300 and you come and get it . deal ? ,counter-price
27407,<end>,<end>
27408,hello ,intro
27409,hi how many miles does the truck have ,inquire
27410,"about 150 , 000 ",inform
27411,does it have air conditioning ? ,inquire
27412,"yes , works great ",inform
27413,would you accept 3500 cash for it ? ,init-price
27414,"i can't accept that , it's lower than i was going for ",counter-price
27415,how low can you go on this ? ,disagree
27416,"i could do $4 , 300 . how's that ? ",vague-price
27417,that's the list price you have it advertised at . since it is a short bed and not a long bed i'm willing to pay $3800 ,counter-price
27418,i'll take it . ,agree
27419,<end>,<end>
27420,hello i am interested in this rental . is there parking ? ,inquire
27421,"yes ! there is a two car garage , as well as a driveway . ",inform
27422,okay great ! i can offer $1260 for this rental . ,init-price
27423,hm . . i don't know . the going rate is 2000 . i would maybe be willing to drop it down a little though . . . ,counter-price
27424,okay i can do $1400 and i will come and sign the lease today . ,counter-price
27425,it's a deal :) ,agree
27426,<end>,<end>
27427,hi are you interested in the mercedez benz e350 ? ,intro
27428,i am . is there any damage to the car ? ,inquire
27429,"none , it is in pristine condition ",inform
27430,are they original miles ? ,inquire
27431,"yes all original miles , always completed maintenance on or ahead of time from certified mechanics . ",inform
27432,i am really interested in it . the price is a little steep though . ,supplemental
27433,can you come down on the price ? i could do $14500 ,init-price
27434,"that is way too low , i have the price set at kbb i can do an even $20k , you will not find a better deal for a benz in this condition with the options ",counter-price
27435,"i can do $17000 , i have been looking at several of these types of cars and this one is the highest price of them all . it does have 53 k miles already on it . ",counter-price
27436,<end>,<end>
27437,"hello , i see youre interested in my mountain bike . ",intro
27438,"hi , yes i am ! i see your listing for 300 but what's your best price ? ",init-price
27439,well the best offer i had so far was 260 ,counter-price
27440,"ok , can you tell me more about the condition ? ",inquire
27441,"its in great condition , in fact its only been used one time . ",inform
27442,"ok , actually 260 is well over my budget but i like the bike , i can do 260 but pay you in 3 monthyl installments , does it work ? ",agree
27443,<end>,<end>
27444,i was looking for more storage but i am interested in this phone . ,intro
27445,i'll sell you my phone for $600 if you come walk my dog ,init-price
27446,not walking your dog and i can pretty much pick up a $600 phone anywhere but if you make it $450 . 00 i would walk your dog for a week . ,counter-price
27447,okay deal ,agree
27448,<end>,<end>
27449,this townhome looks great . how is the neighborhood ? ,inquire
27450,it is a great neighborhood ,inform
27451,"so , it is a relatively safe place to live ? ",inquire
27452,"yes , it is very safe and it has a farmers market nearby and you can walk to clubs and local movie theaters ",inform
27453,"great , 2200 is a bit high . how about 1500 ? ",init-price
27454,"no , these are newly renovated and beautiful .",disagree
27455, in the bay area this is a great price . it has new stone floors and new cabinetry in the kitchen . stackable washer and dryer and of course 2 bathrooms . ,supplemental
27456,<end>,<end>
27457,"hey there , cool phone . what can you tell me about it ? ",inquire
27458,phone is like new and runs great . ,inform
27459,"awesome ! i was trying to only spend around $100 , could you meet me at that price ? i will come by and pick it up from your place with cash tonight if so . ",init-price
27460,it's a deal if you can pick it up . ,agree
27461,awesome ! i'll be over later today to pick it up . thanks so much for being reasonable ! ,thanks
27462,<end>,<end>
27463,"hi there , i am very interested in the glass table but , the price does seem a bit high , is there any wiggle room ? ",inquire
27464,"i can negotiate , but i can't go much lower than 200 ",init-price
27465,could you do 150 ? ,counter-price
27466,"i might go as low as 185 , but that's about it probably . ",counter-price
27467,"the highest i can give right now is 175 as long as you would help me load it onto my truck , i could come to you ! ",counter-price
27468,if you can come today with cash i'll give it to you for 180 . ,counter-price
27469,"could you throw in a rope to tie it down to my truck ? if so , i can do 180 ",inquire
27470,i should be able to do that . then we have a deal ? ,agree
27471,we do have a deal ! ,thanks
27472,<end>,<end>
27473,you still have the bed ? ,inquire
27474,"yeah , you interested ? ",inform
27475,yes i am . is that an actual picture of the bed ? ,inquire
27476,"yes it is , the bedding isn't included however . ",inform
27477,nice room . so $450 right ? half off new ? ,init-price
27478,<end>,<end>
27479,hello ! i see you're interested in our community ! ,intro
27480,can i move in for $945 ? i can repair anything around your office ,init-price
27481,"that's a generous offer , but we already have an on-site maintenance team . $1895 is a steal in this neighborhood . ",counter-price
27482,for $945 i will bring you lunch everyday for a year ,counter-price
27483,"again , very generous , but as you can see , i live on site , so it's no bother to go home and whip something up if i'm hungry and be back to the office in no time . let's narrow it down a little . i can come down on price if you can come up . ",vague-price
27484,"i'd like to offer $947 and i will take you and your family on a trip to disneyland every month , deal ? ",counter-price
27485,that would cost more than we'd be asking for rent ! don't be silly . how does $1700 sound ? ,counter-price
27486,"okay , i'll take your offer ",agree
27487,<end>,<end>
27488,hi i am interested in this phone . ,intro
27489,is there any damage on it ,inquire
27490,hey there ! ,intro
27491,alright ! nope no damage at all . its only 1 year old and in great shape . 16gb of memory and upgraded to the latest os . ,inform
27492,what color is it ? how is the screen any scratches ,inquire
27493,"no scratches on the screen , its pristine . the phone is gold . ",inform
27494,"oh i see , i was really looking for a black one . would you be willing to take $400 for it ? ",init-price
27495,"i can go down to $500 , but i've had offers more than $400 so i can't go that low . i could deliver it to your place no problem too , so don't worry about having to come pick it up . ",counter-price
27496,you didnt give me a chance to counter offer ! ,disagree
27497,<end>,<end>
27498,hello ,intro
27499,hi what service are you needing for your phone ? ,agree
27500,i need what you are selling . it is a service right and not a tangible object ? ,inform
27501,right we can unlock or flash your phone so that you can use your phone on another network as most carriers lock their phones so you are stuck with them . ,supplemental
27502,that sounds pretty good . are you willing to negotiate on the price a bit ? ,inquire
27503,well what cell phone carrier are you with now ,inquire
27504,i am with cricket ,inform
27505,"well we actually have a special for their phones right now , we flash your phone so you can use it with metropcs and include your first month of service , a $30 value all for $50 ",init-price
27506,"okay , so how much do you want ? ",inquire
27507,it would be $50 everything included that is normally a $80 package ,counter-price
27508,"okay , that works for me . ",agree
27509,<end>,<end>
27510,hi im interested in buying ,intro
27511,"hi , nice ! how do you like the listing price of 350 ? ",init-price
27512,it's in great condition and i have taken good care of it ,supplemental
27513,"thats kind of high for me , would you be willing to sell it for 225 . ? ",counter-price
27514,"i was thinking about 250 plus i deliver to you , but 225 will work if you are picking it up from me ",counter-price
27515,great ! its a deal . i can come by now if thats ok ,agree
27516,sure ,thanks
27517,<end>,<end>
27518,hello i am selling my yoga bliss cruiser ,intro
27519,i see that ! i think it is what i have been looking for . ,intro
27520,well the condition is good and you will love the features . and it even has a cargo rack ,supplemental
27521,it looks like it is in really great condition but i am not able to pay the 100 . can you come down at all ? ,vague-price
27522,i understand i would be willing to take a little less . would you be able to pick it up ? ,inquire
27523,yes i can come this evening around 7 if that works but then what would the price be ? ,inform
27524,i would accept 90 for it ,counter-price
27525,i still don't have that much and i really want it . can we do 70 ? ,counter-price
27526,70 is quite low my best offer would be 80 . ,counter-price
27527,i have 75 dollars cash and i don't have a penny more . please would you accept that amount ? ,counter-price
27528,i can understand i will accept $75 ,agree
27529,thank you so much ! ,thanks
27530,no problem ,thanks
27531,<end>,<end>
27532,"hi , you're interested in the chair ? ",intro
27533,"yes i am , is it in good condition ? ",inquire
27534,"yes , it's in great condition . ",inform
27535,it originally cost me $800 . ,init-price
27536,$800 ? that seems like a lot . how long have you owned it ? ,inquire
27537,<end>,<end>
27538,hello i am really interested in your bike . ,intro
27539,i am willing to pay $256 for it . ,init-price
27540,"i was hoping to get $285 , so could we meet in the middle and say $270 ? ",counter-price
27541,can we do $265 instead that is the highest i can go ? i do not have any more extra cash on me for this month and i really want this bike . ,counter-price
27542,"if you pick it up today , i will take $265 . i really need it out of my garage . ",agree
27543,deal ,thanks
27544,<end>,<end>
27545,"hello , are you interested in this apartment ? ",intro
27546,"i am very interested . however , i'm on a very tight budget and can only pay $1 , 000 . are you willing to take less ? ",init-price
27547,"i unfortunately can not take much less but , if you are willing to sign an 18 month lease as opposed to a 12 month lease there is a bit of wiggle room . with an 18 month lease i can take it down to 1400 a month as well as waiving your deposit and guaranteeing you a spot in our newly upgraded units as soon as they are available . ",counter-price
27548,"let's see . i could do $1 , 300 if i took the bus . i see it's close to the bus stop . would you be willing to pay utilities ? ",inquire
27549,it is close to the bus stop ! wifi is included in the rent price in our newly upgraded units so you would be saving about 100 there . ,inform
27550,"well , you've been so helpful . let's do $1 , 400 . ",counter-price
27551,im glad to help ! we have a deal ! ,agree
27552,thanks again . looking forward to it . ,thanks
27553,<end>,<end>
27554,"hello , i'm interested in your studio . ",intro
27555,it is 1625 the deposit is included ,init-price
27556,would you take $1000 ? i'd really love to take it . ,counter-price
27557,how about 1400 and i'll still include the deposit ,counter-price
27558,i appreciate including the deposit . can we do $1250 ? i really can't go higher . ,counter-price
27559,are you senior citizen or us active military ? ,inquire
27560,i am in fact a senior . ,inform
